Genes dropped due to baseline enrichment beneath the 0.05 percentile and below1mean value
gene_name	low_baseline_mark
TM7SF2	h3k27me3_body
TM7SF3	h3k27me3_body
TM9SF1	h3k27me3_body
TM9SF2	h3k27me3_body
TM9SF3	h3k27me3_body
TM9SF4	h3k27me3_body
TMA16	h3k27me3_body
TMA7	h3k27me3_body
TMBIM1	h3k27me3_body
TMBIM4	h3k27me3_body
TMBIM6	h3k27me3_body
TMC1	h3k27me3_body
TMC2	h3k27me3_body
TMC4	h3k27me3_body
TMC5	h3k27me3_body
TMC6	h3k27me3_body
TMC7	h3k27me3_body
TMC8	h3k27me3_body
TMCC1	h3k27me3_body
TMCC1-AS1	h3k27me3_body
TMCC2	h3k27me3_body
TMCC3	h3k27me3_body
TMCO1	h3k27me3_body
TMCO2	h3k27me3_body
TMCO3	h3k27me3_body
TMCO4	h3k27me3_body
TMCO6	h3k27me3_body
TMED1	h3k27me3_body
TMED10	h3k27me3_body
TMED10P1	h3k27me3_body
TMED11P	h3k27me3_body
TMED2	h3k27me3_body
TMED4	h3k27me3_body
TMED5	h3k27me3_body
TMED6	h3k27me3_body
TMED7	h3k27me3_body
TMED7-TICAM2	h3k27me3_body
TMED8	h3k27me3_body
TMED9	h3k27me3_body
TMEFF1	h3k27me3_body
TMEFF2	h3k27me3_body
TMEM100	h3k27me3_body
TMEM101	h3k27me3_body
TMEM102	h3k27me3_body
TMEM104	h3k27me3_body
TMEM105	h3k27me3_body
TMEM106A	h3k27me3_body
TMEM106B	h3k27me3_body
TMEM106C	h3k27me3_body
TMEM107	h3k27me3_body
TMEM108	h3k27me3_body
TMEM108-AS1	h3k27me3_body
TMEM109	h3k27me3_body
TMEM11	h3k27me3_body
TMEM110	h3k27me3_body
TMEM110-MUSTN1	h3k27me3_body
TMEM114	h3k27me3_body
TMEM115	h3k27me3_body
TMEM116	h3k27me3_body
TMEM117	h3k27me3_body
TMEM119	h3k27me3_body
TMEM120A	h3k27me3_body
TMEM120B	h3k27me3_body
TMEM121	h3k27me3_body
TMEM123	h3k27me3_body
TMEM125	h3k27me3_body
TMEM126A	h3k27me3_body
TMEM126B	h3k27me3_body
TMEM127	h3k27me3_body
TMEM128	h3k27me3_body
TMEM129	h3k27me3_body
TMEM130	h3k27me3_body
TMEM131	h3k27me3_body
TMEM132A	h3k27me3_body
TMEM132B	h3k27me3_body
TMEM132C	h3k27me3_body
TMEM132D	h3k27me3_body
TMEM132E	h3k27me3_body
TMEM133	h3k27me3_body
TMEM134	h3k27me3_body
TMEM135	h3k27me3_body
TMEM136	h3k27me3_body
TMEM138	h3k27me3_body
TMEM139	h3k27me3_body
TMEM140	h3k27me3_body
TMEM141	h3k27me3_body
TMEM143	h3k27me3_body
TMEM144	h3k27me3_body
TMEM145	h3k27me3_body
TMEM147	h3k27me3_body
TMEM147-AS1	h3k27me3_body
TMEM14A	h3k27me3_body
TMEM14B	h3k27me3_body
TMEM14C	h3k27me3_body
TMEM14EP	h3k27me3_body
TMEM150A	h3k27me3_body
TMEM150B	h3k27me3_body
TMEM150C	h3k27me3_body
TMEM151A	h3k27me3_body
TMEM151B	h3k27me3_body
TMEM154	h3k27me3_body
TMEM155	h3k27me3_body
TMEM156	h3k27me3_body
TMEM158	h3k27me3_body
TMEM159	h3k27me3_body
TMEM160	h3k27me3_body
TMEM161A	h3k27me3_body
TMEM161B	h3k27me3_body
TMEM161B-AS1	h3k27me3_body
TMEM163	h3k27me3_body
TMEM164	h3k27me3_body
TMEM165	h3k27me3_body
TMEM167A	h3k27me3_body
TMEM167B	h3k27me3_body
TMEM168	h3k27me3_body
TMEM169	h3k27me3_body
TMEM17	h3k27me3_body
TMEM170A	h3k27me3_body
TMEM170B	h3k27me3_body
TMEM171	h3k27me3_body
TMEM173	h3k27me3_body
TMEM174	h3k27me3_body
TMEM175	h3k27me3_body
TMEM176A	h3k27me3_body
TMEM176B	h3k27me3_body
TMEM177	h3k27me3_body
TMEM178A	h3k27me3_body
TMEM178B	h3k27me3_body
TMEM179	h3k27me3_body
TMEM179B	h3k27me3_body
TMEM18	h3k27me3_body
TMEM181	h3k27me3_body
TMEM182	h3k27me3_body
TMEM183A	h3k27me3_body
TMEM183B	h3k27me3_body
TMEM184A	h3k27me3_body
TMEM184B	h3k27me3_body
TMEM184C	h3k27me3_body
TMEM185A	h3k27me3_body
TMEM185B	h3k27me3_body
TMEM186	h3k27me3_body
TMEM187	h3k27me3_body
TMEM189	h3k27me3_body
TMEM189-UBE2V1	h3k27me3_body
TMEM19	h3k27me3_body
TMEM190	h3k27me3_body
TMEM191A	h3k27me3_body
TMEM191B	h3k27me3_body
TMEM191C	h3k27me3_body
TMEM192	h3k27me3_body
TMEM196	h3k27me3_body
TMEM198	h3k27me3_body
TMEM198B	h3k27me3_body
TMEM199	h3k27me3_body
TMEM2	h3k27me3_body
TMEM200A	h3k27me3_body
TMEM200B	h3k27me3_body
TMEM200C	h3k27me3_body
TMEM201	h3k27me3_body
TMEM203	h3k27me3_body
TMEM204	h3k27me3_body
TMEM205	h3k27me3_body
TMEM206	h3k27me3_body
TMEM207	h3k27me3_body
TMEM208	h3k27me3_body
TMEM209	h3k27me3_body
TMEM210	h3k27me3_body
TMEM211	h3k27me3_body
TMEM212	h3k27me3_body
TMEM212-AS1	h3k27me3_body
TMEM213	h3k27me3_body
TMEM214	h3k27me3_body
TMEM215	h3k27me3_body
TMEM216	h3k27me3_body
TMEM217	h3k27me3_body
TMEM218	h3k27me3_body
TMEM219	h3k27me3_body
TMEM220	h3k27me3_body
TMEM220-AS1	h3k27me3_body
TMEM221	h3k27me3_body
TMEM222	h3k27me3_body
TMEM223	h3k27me3_body
TMEM225	h3k27me3_body
TMEM229A	h3k27me3_body
TMEM229B	h3k27me3_body
TMEM230	h3k27me3_body
TMEM231	h3k27me3_body
TMEM232	h3k27me3_body
TMEM233	h3k27me3_body
TMEM234	h3k27me3_body
TMEM235	h3k27me3_body
TMEM236	h3k27me3_body
TMEM237	h3k27me3_body
TMEM238	h3k27me3_body
TMEM239	h3k27me3_body
TMEM240	h3k27me3_body
TMEM241	h3k27me3_body
TMEM242	h3k27me3_body
TMEM243	h3k27me3_body
TMEM244	h3k27me3_body
TMEM245	h3k27me3_body
TMEM246	h3k27me3_body
TMEM246-AS1	h3k27me3_body
TMEM247	h3k27me3_body
TMEM248	h3k27me3_body
TMEM249	h3k27me3_body
TMEM25	h3k27me3_body
TMEM251	h3k27me3_body
TMEM252	h3k27me3_body
TMEM253	h3k27me3_body
TMEM254	h3k27me3_body
TMEM254-AS1	h3k27me3_body
TMEM255A	h3k27me3_body
TMEM255B	h3k27me3_body
TMEM256	h3k27me3_body
TMEM256-PLSCR3	h3k27me3_body
TMEM257	h3k27me3_body
TMEM258	h3k27me3_body
TMEM259	h3k27me3_body
TMEM26	h3k27me3_body
TMEM26-AS1	h3k27me3_body
TMEM260	h3k27me3_body
TMEM261	h3k27me3_body
TMEM262	h3k27me3_body
TMEM263	h3k27me3_body
TMEM265	h3k27me3_body
TMEM267	h3k27me3_body
TMEM268	h3k27me3_body
TMEM27	h3k27me3_body
TMEM30A	h3k27me3_body
TMEM30B	h3k27me3_body
TMEM30C	h3k27me3_body
TMEM31	h3k27me3_body
TMEM33	h3k27me3_body
TMEM35A	h3k27me3_body
TMEM35B	h3k27me3_body
TMEM37	h3k27me3_body
TMEM38A	h3k27me3_body
TMEM38B	h3k27me3_body
TMEM39A	h3k27me3_body
TMEM39B	h3k27me3_body
TMEM40	h3k27me3_body
TMEM41A	h3k27me3_body
TMEM41B	h3k27me3_body
TMEM42	h3k27me3_body
TMEM43	h3k27me3_body
TMEM44	h3k27me3_body
TMEM44-AS1	h3k27me3_body
TMEM45A	h3k27me3_body
TMEM45B	h3k27me3_body
TMEM47	h3k27me3_body
TMEM5	h3k27me3_body
TMEM5-AS1	h3k27me3_body
TMEM50A	h3k27me3_body
TMEM50B	h3k27me3_body
TMEM51	h3k27me3_body
TMEM51-AS1	h3k27me3_body
TMEM52	h3k27me3_body
TMEM52B	h3k27me3_body
TMEM53	h3k27me3_body
TMEM54	h3k27me3_body
TMEM55A	h3k27me3_body
TMEM55B	h3k27me3_body
TMEM56	h3k27me3_body
TMEM56-RWDD3	h3k27me3_body
TMEM57	h3k27me3_body
TMEM59	h3k27me3_body
TMEM59L	h3k27me3_body
TMEM60	h3k27me3_body
TMEM61	h3k27me3_body
TMEM63A	h3k27me3_body
TMEM63B	h3k27me3_body
TMEM63C	h3k27me3_body
TMEM64	h3k27me3_body
TMEM65	h3k27me3_body
TMEM67	h3k27me3_body
TMEM68	h3k27me3_body
TMEM69	h3k27me3_body
TMEM70	h3k27me3_body
TMEM71	h3k27me3_body
TMEM72	h3k27me3_body
TMEM72-AS1	h3k27me3_body
TMEM74	h3k27me3_body
TMEM74B	h3k27me3_body
TMEM75	h3k27me3_body
TMEM79	h3k27me3_body
TMEM80	h3k27me3_body
TMEM81	h3k27me3_body
TMEM82	h3k27me3_body
TMEM86A	h3k27me3_body
TMEM86B	h3k27me3_body
TMEM87B	h3k27me3_body
TMEM88	h3k27me3_body
TMEM88B	h3k27me3_body
TMEM89	h3k27me3_body
TMEM8A	h3k27me3_body
TMEM8B	h3k27me3_body
TMEM8C	h3k27me3_body
TMEM9	h3k27me3_body
TMEM91	h3k27me3_body
TMEM92	h3k27me3_body
TMEM92-AS1	h3k27me3_body
TMEM94	h3k27me3_body
TMEM95	h3k27me3_body
TMEM97	h3k27me3_body
TMEM98	h3k27me3_body
TMEM99	h3k27me3_body
TMEM9B	h3k27me3_body
TMEM9B-AS1	h3k27me3_body
TMF1	h3k27me3_body
TMIE	h3k27me3_body
TMIGD1	h3k27me3_body
TMIGD2	h3k27me3_body
TMIGD3	h3k27me3_body
TMLHE	h3k27me3_body
TMLHE-AS1	h3k27me3_body
TMOD1	h3k27me3_body
TMOD4	h3k27me3_body
TMPO	h3k27me3_body
TMPO-AS1	h3k27me3_body
TMPPE	h3k27me3_body
TMPRSS11A	h3k27me3_body
TMPRSS11B	h3k27me3_body
TMPRSS11BNL	h3k27me3_body
TMPRSS11D	h3k27me3_body
TMPRSS11E	h3k27me3_body
TMPRSS11F	h3k27me3_body
TMPRSS11GP	h3k27me3_body
TMPRSS12	h3k27me3_body
TMPRSS13	h3k27me3_body
TMPRSS15	h3k27me3_body
TMPRSS2	h3k27me3_body
TMPRSS3	h3k27me3_body
TMPRSS4	h3k27me3_body
TMPRSS4-AS1	h3k27me3_body
TMPRSS5	h3k27me3_body
TMPRSS6	h3k27me3_body
TMPRSS7	h3k27me3_body
TMPRSS9	h3k27me3_body
TMSB10	h3k27me3_body
TMSB15A	h3k27me3_body
TMSB15B	h3k27me3_body
TMSB4X	h3k27me3_body
TMSB4Y	h3k27me3_body
TMTC1	h3k27me3_body
TMTC2	h3k27me3_body
TMTC3	h3k27me3_body
TMTC4	h3k27me3_body
TMUB1	h3k27me3_body
TMUB2	h3k27me3_body
TMX1	h3k27me3_body
TMX2	h3k27me3_body
TMX2-CTNND1	h3k27me3_body
TMX3	h3k27me3_body
TMX4	h3k27me3_body
TNC	h3k27me3_body
TNF	h3k27me3_body
TNFAIP1	h3k27me3_body
TNFAIP2	h3k27me3_body
TNFAIP3	h3k27me3_body
TNFAIP6	h3k27me3_body
TNFAIP8	h3k27me3_body
TNFAIP8L1	h3k27me3_body
TNFAIP8L2	h3k27me3_body
TNFAIP8L2-SCNM1	h3k27me3_body
TNFRSF10A	h3k27me3_body
TNFRSF10B	h3k27me3_body
TNFRSF10C	h3k27me3_body
TNFRSF10D	h3k27me3_body
TNFRSF11A	h3k27me3_body
TNFRSF11B	h3k27me3_body
TNFRSF12A	h3k27me3_body
TNFRSF13B	h3k27me3_body
TNFRSF13C	h3k27me3_body
TNFRSF14	h3k27me3_body
TNFRSF17	h3k27me3_body
TNFRSF18	h3k27me3_body
TNFRSF19	h3k27me3_body
TNFRSF1A	h3k27me3_body
TNFRSF1B	h3k27me3_body
TNFRSF21	h3k27me3_body
TNFRSF25	h3k27me3_body
TNFRSF4	h3k27me3_body
TNFRSF6B	h3k27me3_body
TNFRSF8	h3k27me3_body
TNFRSF9	h3k27me3_body
TNFSF10	h3k27me3_body
TNFSF11	h3k27me3_body
TNFSF12	h3k27me3_body
TNFSF12-TNFSF13	h3k27me3_body
TNFSF13	h3k27me3_body
TNFSF13B	h3k27me3_body
TNFSF14	h3k27me3_body
TNFSF15	h3k27me3_body
TNFSF18	h3k27me3_body
TNFSF4	h3k27me3_body
TNFSF8	h3k27me3_body
TNFSF9	h3k27me3_body
TNIK	h3k27me3_body
TNIP1	h3k27me3_body
TNIP2	h3k27me3_body
TNIP3	h3k27me3_body
TNK1	h3k27me3_body
TNK2	h3k27me3_body
TNKS	h3k27me3_body
TNKS1BP1	h3k27me3_body
TNKS2	h3k27me3_body
TNKS2-AS1	h3k27me3_body
TNMD	h3k27me3_body
TNN	h3k27me3_body
TNNC1	h3k27me3_body
TNNC2	h3k27me3_body
TNNI1	h3k27me3_body
TNNI2	h3k27me3_body
TNNI3	h3k27me3_body
TNNI3K	h3k27me3_body
TNNT1	h3k27me3_body
TNNT2	h3k27me3_body
TNNT3	h3k27me3_body
TNP1	h3k27me3_body
TNP2	h3k27me3_body
TNPO1	h3k27me3_body
TNPO2	h3k27me3_body
TNPO3	h3k27me3_body
TNR	h3k27me3_body
TNRC18	h3k27me3_body
TNRC18P1	h3k27me3_body
TNRC6A	h3k27me3_body
TNRC6B	h3k27me3_body
TNRC6C	h3k27me3_body
TNRC6C-AS1	h3k27me3_body
TNS1	h3k27me3_body
TNS2	h3k27me3_body
TNS3	h3k27me3_body
TNS4	h3k27me3_body
TNXA	h3k27me3_body
TNXB	h3k27me3_body
TOB1	h3k27me3_body
TOB1-AS1	h3k27me3_body
TOB2	h3k27me3_body
TOB2P1	h3k27me3_body
TOE1	h3k27me3_body
TOLLIP	h3k27me3_body
TOLLIP-AS1	h3k27me3_body
TOM1	h3k27me3_body
TOM1L1	h3k27me3_body
TOM1L2	h3k27me3_body
TOMM20	h3k27me3_body
TOMM20L	h3k27me3_body
TOMM22	h3k27me3_body
TOMM34	h3k27me3_body
TOMM40	h3k27me3_body
TOMM40L	h3k27me3_body
TOMM5	h3k27me3_body
TOMM6	h3k27me3_body
TOMM7	h3k27me3_body
TOMM70	h3k27me3_body
TONSL	h3k27me3_body
TONSL-AS1	h3k27me3_body
TOP1	h3k27me3_body
TOP1MT	h3k27me3_body
TOP1P1	h3k27me3_body
TOP1P2	h3k27me3_body
TOP2A	h3k27me3_body
TOP2B	h3k27me3_body
TOP3A	h3k27me3_body
TOP3B	h3k27me3_body
TOPAZ1	h3k27me3_body
TOPBP1	h3k27me3_body
TOPORS	h3k27me3_body
TOPORS-AS1	h3k27me3_body
TOR1A	h3k27me3_body
TOR1AIP1	h3k27me3_body
TOR1AIP2	h3k27me3_body
TOR1B	h3k27me3_body
TOR2A	h3k27me3_body
TOR3A	h3k27me3_body
TOR4A	h3k27me3_body
TOX	h3k27me3_body
TOX2	h3k27me3_body
TOX3	h3k27me3_body
TOX4	h3k27me3_body
TP53	h3k27me3_body
TP53AIP1	h3k27me3_body
TP53BP2	h3k27me3_body
TP53I11	h3k27me3_body
TP53I13	h3k27me3_body
TP53I3	h3k27me3_body
TP53INP1	h3k27me3_body
TP53INP2	h3k27me3_body
TP53RK	h3k27me3_body
TP53TG1	h3k27me3_body
TP53TG3	h3k27me3_body
TP53TG3B	h3k27me3_body
TP53TG3C	h3k27me3_body
TP53TG3D	h3k27me3_body
TP53TG3HP	h3k27me3_body
TP53TG5	h3k27me3_body
TP63	h3k27me3_body
TP73	h3k27me3_body
TP73-AS1	h3k27me3_body
TPBG	h3k27me3_body
TPBGL	h3k27me3_body
TPCN1	h3k27me3_body
TPCN2	h3k27me3_body
TPD52	h3k27me3_body
TPD52L1	h3k27me3_body
TPD52L2	h3k27me3_body
TPD52L3	h3k27me3_body
TPGS1	h3k27me3_body
TPGS2	h3k27me3_body
TPH1	h3k27me3_body
TPH2	h3k27me3_body
TPI1	h3k27me3_body
TPI1P2	h3k27me3_body
TPI1P3	h3k27me3_body
TPK1	h3k27me3_body
TPM2	h3k27me3_body
TPM3	h3k27me3_body
TPM3P9	h3k27me3_body
TPM4	h3k27me3_body
TPMT	h3k27me3_body
TPO	h3k27me3_body
TPP1	h3k27me3_body
TPP2	h3k27me3_body
TPPP	h3k27me3_body
TPPP2	h3k27me3_body
TPPP3	h3k27me3_body
TPR	h3k27me3_body
TPRA1	h3k27me3_body
TPRG1	h3k27me3_body
TPRG1-AS1	h3k27me3_body
TPRG1-AS2	h3k27me3_body
TPRG1L	h3k27me3_body
TPRKB	h3k27me3_body
TPRN	h3k27me3_body
TPRX1	h3k27me3_body
TPRXL	h3k27me3_body
TPSAB1	h3k27me3_body
TPSB2	h3k27me3_body
TPSD1	h3k27me3_body
TPSG1	h3k27me3_body
TPST1	h3k27me3_body
TPST2	h3k27me3_body
TPT1	h3k27me3_body
TPT1-AS1	h3k27me3_body
TPTE	h3k27me3_body
TPTE2	h3k27me3_body
TPTE2P1	h3k27me3_body
TPTE2P3	h3k27me3_body
TPTE2P5	h3k27me3_body
TPTE2P6	h3k27me3_body
TPTEP1	h3k27me3_body
TPX2	h3k27me3_body
TRA2A	h3k27me3_body
TRA2B	h3k27me3_body
TRABD	h3k27me3_body
TRABD2A	h3k27me3_body
TRABD2B	h3k27me3_body
TRADD	h3k27me3_body
TRAF1	h3k27me3_body
TRAF2	h3k27me3_body
TRAF3	h3k27me3_body
TRAF3IP1	h3k27me3_body
TRAF3IP2	h3k27me3_body
TRAF3IP2-AS1	h3k27me3_body
TRAF3IP3	h3k27me3_body
TRAF4	h3k27me3_body
TRAF5	h3k27me3_body
TRAF6	h3k27me3_body
TRAF7	h3k27me3_body
TRAFD1	h3k27me3_body
TRAIP	h3k27me3_body
TRAK1	h3k27me3_body
TRAK2	h3k27me3_body
TRAM1	h3k27me3_body
TRAM1L1	h3k27me3_body
TRAM2	h3k27me3_body
TRAM2-AS1	h3k27me3_body
TRANK1	h3k27me3_body
TRAP1	h3k27me3_body
TRAPPC1	h3k27me3_body
TRAPPC10	h3k27me3_body
TRAPPC11	h3k27me3_body
TRAPPC12	h3k27me3_body
TRAPPC13	h3k27me3_body
TRAPPC2	h3k27me3_body
TRAPPC2B	h3k27me3_body
TRAPPC2L	h3k27me3_body
TRAPPC3	h3k27me3_body
TRAPPC3L	h3k27me3_body
TRAPPC4	h3k27me3_body
TRAPPC5	h3k27me3_body
TRAPPC6A	h3k27me3_body
TRAPPC6B	h3k27me3_body
TRAPPC8	h3k27me3_body
TRAPPC9	h3k27me3_body
TRAT1	h3k27me3_body
TRDMT1	h3k27me3_body
TRDN	h3k27me3_body
TREH	h3k27me3_body
TREM1	h3k27me3_body
TREM2	h3k27me3_body
TREML1	h3k27me3_body
TREML2	h3k27me3_body
TREML3P	h3k27me3_body
TREML4	h3k27me3_body
TREML5P	h3k27me3_body
TRERF1	h3k27me3_body
TRERNA1	h3k27me3_body
TREX1	h3k27me3_body
TREX2	h3k27me3_body
TRG-AS1	h3k27me3_body
TRH	h3k27me3_body
TRHDE	h3k27me3_body
TRHDE-AS1	h3k27me3_body
TRHR	h3k27me3_body
TRIAP1	h3k27me3_body
TRIB1	h3k27me3_body
TRIB2	h3k27me3_body
TRIB3	h3k27me3_body
TRIL	h3k27me3_body
TRIM10	h3k27me3_body
TRIM11	h3k27me3_body
TRIM13	h3k27me3_body
TRIM14	h3k27me3_body
TRIM15	h3k27me3_body
TRIM16	h3k27me3_body
TRIM16L	h3k27me3_body
TRIM17	h3k27me3_body
TRIM2	h3k27me3_body
TRIM21	h3k27me3_body
TRIM22	h3k27me3_body
TRIM23	h3k27me3_body
TRIM24	h3k27me3_body
TRIM25	h3k27me3_body
TRIM26	h3k27me3_body
TRIM27	h3k27me3_body
TRIM28	h3k27me3_body
TRIM29	h3k27me3_body
TRIM3	h3k27me3_body
TRIM31	h3k27me3_body
TRIM31-AS1	h3k27me3_body
TRIM32	h3k27me3_body
TRIM33	h3k27me3_body
TRIM34	h3k27me3_body
TRIM35	h3k27me3_body
TRIM36	h3k27me3_body
TRIM37	h3k27me3_body
TRIM38	h3k27me3_body
TRIM39	h3k27me3_body
TRIM39-RPP21	h3k27me3_body
TRIM4	h3k27me3_body
TRIM40	h3k27me3_body
TRIM41	h3k27me3_body
TRIM42	h3k27me3_body
TRIM43	h3k27me3_body
TRIM43B	h3k27me3_body
TRIM44	h3k27me3_body
TRIM45	h3k27me3_body
TRIM46	h3k27me3_body
TRIM47	h3k27me3_body
TRIM48	h3k27me3_body
TRIM49	h3k27me3_body
TRIM49B	h3k27me3_body
TRIM49C	h3k27me3_body
TRIM49D1	h3k27me3_body
TRIM49D2	h3k27me3_body
TRIM5	h3k27me3_body
TRIM50	h3k27me3_body
TRIM51	h3k27me3_body
TRIM51HP	h3k27me3_body
TRIM52	h3k27me3_body
TRIM52-AS1	h3k27me3_body
TRIM53AP	h3k27me3_body
TRIM54	h3k27me3_body
TRIM55	h3k27me3_body
TRIM56	h3k27me3_body
TRIM58	h3k27me3_body
TRIM59	h3k27me3_body
TRIM6	h3k27me3_body
TRIM6-TRIM34	h3k27me3_body
TRIM60	h3k27me3_body
TRIM61	h3k27me3_body
TRIM62	h3k27me3_body
TRIM63	h3k27me3_body
TRIM64	h3k27me3_body
TRIM64B	h3k27me3_body
TRIM64C	h3k27me3_body
TRIM65	h3k27me3_body
TRIM66	h3k27me3_body
TRIM67	h3k27me3_body
TRIM68	h3k27me3_body
TRIM7	h3k27me3_body
TRIM71	h3k27me3_body
TRIM72	h3k27me3_body
TRIM73	h3k27me3_body
TRIM74	h3k27me3_body
TRIM77	h3k27me3_body
TRIM8	h3k27me3_body
TRIM9	h3k27me3_body
TRIML1	h3k27me3_body
TRIML2	h3k27me3_body
TRIO	h3k27me3_body
TRIOBP	h3k27me3_body
TRIP10	h3k27me3_body
TRIP11	h3k27me3_body
TRIP12	h3k27me3_body
TRIP13	h3k27me3_body
TRIP6	h3k27me3_body
TRIQK	h3k27me3_body
TRIT1	h3k27me3_body
TRMO	h3k27me3_body
TRMT1	h3k27me3_body
TRMT10A	h3k27me3_body
TRMT10B	h3k27me3_body
TRMT10C	h3k27me3_body
TRMT11	h3k27me3_body
TRMT112	h3k27me3_body
TRMT12	h3k27me3_body
TRMT13	h3k27me3_body
TRMT1L	h3k27me3_body
TRMT2A	h3k27me3_body
TRMT2B	h3k27me3_body
TRMT44	h3k27me3_body
TRMT5	h3k27me3_body
TRMT6	h3k27me3_body
TRMT61A	h3k27me3_body
TRMT61B	h3k27me3_body
TRMU	h3k27me3_body
TRNAU1AP	h3k27me3_body
TRNP1	h3k27me3_body
TRNT1	h3k27me3_body
TRO	h3k27me3_body
TROAP	h3k27me3_body
TROVE2	h3k27me3_body
TRPA1	h3k27me3_body
TRPC1	h3k27me3_body
TRPC2	h3k27me3_body
TRPC3	h3k27me3_body
TRPC4	h3k27me3_body
TRPC4AP	h3k27me3_body
TRPC5	h3k27me3_body
TRPC5OS	h3k27me3_body
TRPC6	h3k27me3_body
TRPC7	h3k27me3_body
TRPC7-AS2	h3k27me3_body
TRPM2	h3k27me3_body
TRPM2-AS	h3k27me3_body
TRPM3	h3k27me3_body
TRPM4	h3k27me3_body
TRPM5	h3k27me3_body
TRPM6	h3k27me3_body
TRPM8	h3k27me3_body
TRPS1	h3k27me3_body
TRPT1	h3k27me3_body
TRPV1	h3k27me3_body
TRPV2	h3k27me3_body
TRPV3	h3k27me3_body
TRPV4	h3k27me3_body
TRPV5	h3k27me3_body
TRPV6	h3k27me3_body
TRRAP	h3k27me3_body
TRUB1	h3k27me3_body
TRUB2	h3k27me3_body
TRY2P	h3k27me3_body
TSACC	h3k27me3_body
TSC1	h3k27me3_body
TSC2	h3k27me3_body
TSC22D1	h3k27me3_body
TSC22D1-AS1	h3k27me3_body
TSC22D2	h3k27me3_body
TSC22D3	h3k27me3_body
TSC22D4	h3k27me3_body
TSEN15	h3k27me3_body
TSEN2	h3k27me3_body
TSEN34	h3k27me3_body
TSEN54	h3k27me3_body
TSFM	h3k27me3_body
TSG1	h3k27me3_body
TSG101	h3k27me3_body
TSGA10	h3k27me3_body
TSGA10IP	h3k27me3_body
TSGA13	h3k27me3_body
TSHB	h3k27me3_body
TSHR	h3k27me3_body
TSHZ1	h3k27me3_body
TSHZ2	h3k27me3_body
TSHZ3	h3k27me3_body
TSIX	h3k27me3_body
TSKS	h3k27me3_body
TSKU	h3k27me3_body
TSL	h3k27me3_body
TSLP	h3k27me3_body
TSN	h3k27me3_body
TSNARE1	h3k27me3_body
TSNAX	h3k27me3_body
TSNAX-DISC1	h3k27me3_body
TSNAXIP1	h3k27me3_body
TSPAN1	h3k27me3_body
TSPAN10	h3k27me3_body
TSPAN11	h3k27me3_body
TSPAN12	h3k27me3_body
TSPAN13	h3k27me3_body
TSPAN14	h3k27me3_body
TSPAN15	h3k27me3_body
TSPAN16	h3k27me3_body
TSPAN17	h3k27me3_body
TSPAN18	h3k27me3_body
TSPAN19	h3k27me3_body
TSPAN2	h3k27me3_body
TSPAN31	h3k27me3_body
TSPAN32	h3k27me3_body
TSPAN33	h3k27me3_body
TSPAN4	h3k27me3_body
TSPAN5	h3k27me3_body
TSPAN6	h3k27me3_body
TSPAN7	h3k27me3_body
TSPAN8	h3k27me3_body
TSPAN9	h3k27me3_body
TSPEAR	h3k27me3_body
TSPEAR-AS1	h3k27me3_body
TSPEAR-AS2	h3k27me3_body
TSPO	h3k27me3_body
TSPO2	h3k27me3_body
TSPOAP1	h3k27me3_body
TSPOAP1-AS1	h3k27me3_body
TSPY1	h3k27me3_body
TSPY10	h3k27me3_body
TSPY2	h3k27me3_body
TSPY26P	h3k27me3_body
TSPY3	h3k27me3_body
TSPY4	h3k27me3_body
TSPY8	h3k27me3_body
TSPYL1	h3k27me3_body
TSPYL2	h3k27me3_body
TSPYL4	h3k27me3_body
TSPYL5	h3k27me3_body
TSPYL6	h3k27me3_body
TSR1	h3k27me3_body
TSR2	h3k27me3_body
TSR3	h3k27me3_body
TSSC1	h3k27me3_body
TSSC2	h3k27me3_body
TSSC4	h3k27me3_body
TSSK1B	h3k27me3_body
TSSK2	h3k27me3_body
TSSK3	h3k27me3_body
TSSK4	h3k27me3_body
TSSK6	h3k27me3_body
TST	h3k27me3_body
TSTA3	h3k27me3_body
TSTD1	h3k27me3_body
TSTD2	h3k27me3_body
TSTD3	h3k27me3_body
TTBK1	h3k27me3_body
TTC1	h3k27me3_body
TTC12	h3k27me3_body
TTC13	h3k27me3_body
TTC14	h3k27me3_body
TTC16	h3k27me3_body
TTC17	h3k27me3_body
TTC19	h3k27me3_body
TTC21A	h3k27me3_body
TTC21B	h3k27me3_body
TTC21B-AS1	h3k27me3_body
TTC22	h3k27me3_body
TTC23L	h3k27me3_body
TTC24	h3k27me3_body
TTC25	h3k27me3_body
TTC26	h3k27me3_body
TTC27	h3k27me3_body
TTC28	h3k27me3_body
TTC28-AS1	h3k27me3_body
TTC29	h3k27me3_body
TTC3	h3k27me3_body
TTC3-AS1	h3k27me3_body
TTC30A	h3k27me3_body
TTC30B	h3k27me3_body
TTC31	h3k27me3_body
TTC32	h3k27me3_body
TTC33	h3k27me3_body
TTC34	h3k27me3_body
TTC36	h3k27me3_body
TTC37	h3k27me3_body
TTC38	h3k27me3_body
TTC39A	h3k27me3_body
TTC39A-AS1	h3k27me3_body
TTC39B	h3k27me3_body
TTC39C	h3k27me3_body
TTC39C-AS1	h3k27me3_body
TTC3P1	h3k27me3_body
TTC4	h3k27me3_body
TTC41P	h3k27me3_body
TTC5	h3k27me3_body
